pacote,versao,local_lockfile,tipo,marcado_dev,opcional,candidato_windows_x64,script_instalacao_declarado,os_declarado,cpu_declarada,node_engines,origem_url,host_origem,integridade_algoritmo,categoria_avaliacao,pontos_para_revisao,cadeia_exemplo,situacao_nexus
node-gyp,12.4.0,node_modules/node-gyp,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/node-gyp/-/node-gyp-12.4.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/run-script@10.0.4 > node-gyp@12.4.0,NAO_VERIFICADA
node-gyp-build-optional-packages,5.2.2,node_modules/node-gyp-build-optional-packages,transitiva,true,true,true,false,,,,https://registry.npmjs.org/node-gyp-build-optional-packages/-/node-gyp-build-optional-packages-5.2.2.tgz,registry.npmjs.org,sha512,CANDIDATO_OPCIONAL,"opcional: ausência pode afetar desempenho ou build, depende do consumidor",@angular/build@21.2.21 > lmdb@3.5.1 > node-gyp-build-optional-packages@5.2.2,NAO_VERIFICADA
node-releases,2.0.54,node_modules/node-releases,transitiva,true,false,true,false,,,>=18,https://registry.npmjs.org/node-releases/-/node-releases-2.0.54.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > browserslist@4.28.9 > node-releases@2.0.54,NAO_VERIFICADA
nopt,9.0.0,node_modules/nopt,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/nopt/-/nopt-9.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/run-script@10.0.4 > node-gyp@12.4.0 > nopt@9.0.0,NAO_VERIFICADA
npm-bundled,5.0.0,node_modules/npm-bundled,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/npm-bundled/-/npm-bundled-5.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/installed-package-contents@4.0.0 > npm-bundled@5.0.0,NAO_VERIFICADA
npm-install-checks,8.0.0,node_modules/npm-install-checks,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/npm-install-checks/-/npm-install-checks-8.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > npm-pick-manifest@11.0.3 > npm-install-checks@8.0.0,NAO_VERIFICADA
npm-normalize-package-bin,5.0.0,node_modules/npm-normalize-package-bin,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/npm-normalize-package-bin/-/npm-normalize-package-bin-5.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/installed-package-contents@4.0.0 > npm-normalize-package-bin@5.0.0,NAO_VERIFICADA
npm-package-arg,13.0.2,node_modules/npm-package-arg,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/npm-package-arg/-/npm-package-arg-13.0.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > npm-package-arg@13.0.2,NAO_VERIFICADA
npm-packlist,10.0.4,node_modules/npm-packlist,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/npm-packlist/-/npm-packlist-10.0.4.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > npm-packlist@10.0.4,NAO_VERIFICADA
npm-pick-manifest,11.0.3,node_modules/npm-pick-manifest,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/npm-pick-manifest/-/npm-pick-manifest-11.0.3.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > npm-pick-manifest@11.0.3,NAO_VERIFICADA
npm-registry-fetch,19.1.1,node_modules/npm-registry-fetch,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/npm-registry-fetch/-/npm-registry-fetch-19.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > npm-registry-fetch@19.1.1,NAO_VERIFICADA
nth-check,2.1.1,node_modules/nth-check,transitiva,true,false,true,false,,,,https://registry.npmjs.org/nth-check/-/nth-check-2.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > beasties@0.4.1 > css-select@6.0.0 > nth-check@2.1.1,NAO_VERIFICADA
object-assign,4.1.1,node_modules/object-assign,transitiva,true,false,true,false,,,>=0.10.0,https://registry.npmjs.org/object-assign/-/object-assign-4.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > cors@2.8.6 > object-assign@4.1.1,NAO_VERIFICADA
object-inspect,1.13.4,node_modules/object-inspect,transitiva,true,false,true,false,,,>= 0.4,https://registry.npmjs.org/object-inspect/-/object-inspect-1.13.4.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > side-channel@1.1.1 > object-inspect@1.13.4,NAO_VERIFICADA
on-finished,2.4.1,node_modules/on-finished,transitiva,true,false,true,false,,,>= 0.8,https://registry.npmjs.org/on-finished/-/on-finished-2.4.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > on-finished@2.4.1,NAO_VERIFICADA
once,1.4.0,node_modules/once,transitiva,true,false,true,false,,,,https://registry.npmjs.org/once/-/once-1.4.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > once@1.4.0,NAO_VERIFICADA
onetime,7.0.0,node_modules/onetime,transitiva,true,false,true,false,,,>=18,https://registry.npmjs.org/onetime/-/onetime-7.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > listr2@9.0.5 > log-update@6.1.0 > cli-cursor@5.0.0 > restore-cursor@5.1.0 > onetime@7.0.0,NAO_VERIFICADA
ora,9.3.0,node_modules/ora,transitiva,true,false,true,false,,,>=20,https://registry.npmjs.org/ora/-/ora-9.3.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @angular-devkit/schematics@21.2.21 > ora@9.3.0,NAO_VERIFICADA
ordered-binary,1.6.1,node_modules/ordered-binary,transitiva,true,true,true,false,,,,https://registry.npmjs.org/ordered-binary/-/ordered-binary-1.6.1.tgz,registry.npmjs.org,sha512,CANDIDATO_OPCIONAL,"opcional: ausência pode afetar desempenho ou build, depende do consumidor",@angular/build@21.2.21 > lmdb@3.5.1 > ordered-binary@1.6.1,NAO_VERIFICADA
p-map,7.0.7,node_modules/p-map,transitiva,true,false,true,false,,,>=18,https://registry.npmjs.org/p-map/-/p-map-7.0.7.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > cacache@20.0.4 > p-map@7.0.7,NAO_VERIFICADA
pacote,21.5.1,node_modules/pacote,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/pacote/-/pacote-21.5.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1,NAO_VERIFICADA
parse5,8.0.1,node_modules/parse5,transitiva,true,false,true,false,,,,https://registry.npmjs.org/parse5/-/parse5-8.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > parse5-html-rewriting-stream@8.0.0 > parse5@8.0.1,NAO_VERIFICADA
parse5-html-rewriting-stream,8.0.0,node_modules/parse5-html-rewriting-stream,transitiva,true,false,true,false,,,,https://registry.npmjs.org/parse5-html-rewriting-stream/-/parse5-html-rewriting-stream-8.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > parse5-html-rewriting-stream@8.0.0,NAO_VERIFICADA
parse5-sax-parser,8.0.0,node_modules/parse5-sax-parser,transitiva,true,false,true,false,,,,https://registry.npmjs.org/parse5-sax-parser/-/parse5-sax-parser-8.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > parse5-html-rewriting-stream@8.0.0 > parse5-sax-parser@8.0.0,NAO_VERIFICADA
parseurl,1.3.3,node_modules/parseurl,transitiva,true,false,true,false,,,>= 0.8,https://registry.npmjs.org/parseurl/-/parseurl-1.3.3.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > parseurl@1.3.3,NAO_VERIFICADA
path-key,3.1.1,node_modules/path-key,transitiva,true,false,true,false,,,>=8,https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > cross-spawn@7.0.6 > path-key@3.1.1,NAO_VERIFICADA
path-scurry,2.0.2,node_modules/path-scurry,transitiva,true,false,true,false,,,18 || 20 || >=22,https://registry.npmjs.org/path-scurry/-/path-scurry-2.0.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > @npmcli/package-json@7.0.5 > glob@13.0.6 > path-scurry@2.0.2,NAO_VERIFICADA
path-to-regexp,8.4.2,node_modules/path-to-regexp,transitiva,true,false,true,false,,,,https://registry.npmjs.org/path-to-regexp/-/path-to-regexp-8.4.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > router@2.2.0 > path-to-regexp@8.4.2,NAO_VERIFICADA
picocolors,1.1.1,node_modules/picocolors,transitiva,true,false,true,false,,,,https://registry.npmjs.org/picocolors/-/picocolors-1.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > beasties@0.4.1 > picocolors@1.1.1,NAO_VERIFICADA
picomatch,4.0.4,node_modules/picomatch,transitiva,true,false,true,false,,,>=12,https://registry.npmjs.org/picomatch/-/picomatch-4.0.4.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > picomatch@4.0.4,NAO_VERIFICADA
piscina,5.2.0,node_modules/piscina,transitiva,true,false,true,false,,,>=20.x,https://registry.npmjs.org/piscina/-/piscina-5.2.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > piscina@5.2.0,NAO_VERIFICADA
pkce-challenge,5.0.1,node_modules/pkce-challenge,transitiva,true,false,true,false,,,>=16.20.0,https://registry.npmjs.org/pkce-challenge/-/pkce-challenge-5.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > pkce-challenge@5.0.1,NAO_VERIFICADA
postcss,8.5.28,node_modules/postcss,transitiva,true,false,true,false,,,^10 || ^12 || >=14,https://registry.npmjs.org/postcss/-/postcss-8.5.28.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > postcss@8.5.28,NAO_VERIFICADA
postcss-media-query-parser,0.2.3,node_modules/postcss-media-query-parser,transitiva,true,false,true,false,,,,https://registry.npmjs.org/postcss-media-query-parser/-/postcss-media-query-parser-0.2.3.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > beasties@0.4.1 > postcss-media-query-parser@0.2.3,NAO_VERIFICADA
postcss-safe-parser,7.1.0,node_modules/postcss-safe-parser,transitiva,true,false,true,false,,,>=18.0,https://registry.npmjs.org/postcss-safe-parser/-/postcss-safe-parser-7.1.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > beasties@0.4.1 > postcss-safe-parser@7.1.0,NAO_VERIFICADA
proc-log,6.1.0,node_modules/proc-log,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/proc-log/-/proc-log-6.1.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > npm-package-arg@13.0.2 > proc-log@6.1.0,NAO_VERIFICADA
proxy-addr,2.0.7,node_modules/proxy-addr,transitiva,true,false,true,false,,,>= 0.10,https://registry.npmjs.org/proxy-addr/-/proxy-addr-2.0.7.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > proxy-addr@2.0.7,NAO_VERIFICADA
qs,6.16.0,node_modules/qs,transitiva,true,false,true,false,,,>=0.6,https://registry.npmjs.org/qs/-/qs-6.16.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0,NAO_VERIFICADA
range-parser,1.3.0,node_modules/range-parser,transitiva,true,false,true,false,,,>= 0.6,https://registry.npmjs.org/range-parser/-/range-parser-1.3.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > range-parser@1.3.0,NAO_VERIFICADA
raw-body,3.0.2,node_modules/raw-body,transitiva,true,false,true,false,,,>= 0.10,https://registry.npmjs.org/raw-body/-/raw-body-3.0.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > raw-body@3.0.2,NAO_VERIFICADA
readdirp,4.1.2,node_modules/sass/node_modules/readdirp,transitiva,true,false,true,false,,,>= 14.18.0,https://registry.npmjs.org/readdirp/-/readdirp-4.1.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/build@21.2.21 > sass@1.97.3 > chokidar@4.0.3 > readdirp@4.1.2,NAO_VERIFICADA
readdirp,5.1.1,node_modules/readdirp,transitiva,true,false,true,false,,,>= 20.19.0,https://registry.npmjs.org/readdirp/-/readdirp-5.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/compiler-cli@21.2.21 > chokidar@5.0.0 > readdirp@5.1.1,NAO_VERIFICADA
reflect-metadata,0.2.2,node_modules/reflect-metadata,transitiva,true,false,true,false,,,,https://registry.npmjs.org/reflect-metadata/-/reflect-metadata-0.2.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/compiler-cli@21.2.21 > reflect-metadata@0.2.2,NAO_VERIFICADA
require-from-string,2.0.2,node_modules/require-from-string,transitiva,true,false,true,false,,,>=0.10.0,https://registry.npmjs.org/require-from-string/-/require-from-string-2.0.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @angular-devkit/core@21.2.21 > ajv@8.18.0 > require-from-string@2.0.2,NAO_VERIFICADA
restore-cursor,5.1.0,node_modules/restore-cursor,transitiva,true,false,true,false,,,>=18,https://registry.npmjs.org/restore-cursor/-/restore-cursor-5.1.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > listr2@9.0.5 > log-update@6.1.0 > cli-cursor@5.0.0 > restore-cursor@5.1.0,NAO_VERIFICADA
rfdc,1.4.1,node_modules/rfdc,transitiva,true,false,true,false,,,,https://registry.npmjs.org/rfdc/-/rfdc-1.4.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > listr2@9.0.5 > rfdc@1.4.1,NAO_VERIFICADA
rolldown,1.0.0-rc.4,node_modules/rolldown,transitiva,true,false,true,false,,,^20.19.0 || >=22.12.0,https://registry.npmjs.org/rolldown/-/rolldown-1.0.0-rc.4.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,release candidate (verificar política de pré-lançamento) | ferramenta de build: indisponibilidade pode impedir compilação,@angular/build@21.2.21 > rolldown@1.0.0-rc.4,NAO_VERIFICADA
rollup,4.63.1,node_modules/rollup,transitiva,true,false,true,false,,,>=18.0.0,https://registry.npmjs.org/rollup/-/rollup-4.63.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,ferramenta de build: indisponibilidade pode impedir compilação,@angular/build@21.2.21 > vite@7.3.6 > rollup@4.63.1,NAO_VERIFICADA
router,2.2.0,node_modules/router,transitiva,true,false,true,false,,,>= 18,https://registry.npmjs.org/router/-/router-2.2.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > router@2.2.0,NAO_VERIFICADA
rxjs,7.8.2,node_modules/rxjs,direta,false,false,true,false,,,,https://registry.npmjs.org/rxjs/-/rxjs-7.8.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,rxjs@7.8.2,NAO_VERIFICADA
safer-buffer,2.1.2,node_modules/safer-buffer,transitiva,true,false,true,false,,,,https://registry.npmjs.org/safer-buffer/-/safer-buffer-2.1.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > raw-body@3.0.2 > iconv-lite@0.7.3 > safer-buffer@2.1.2,NAO_VERIFICADA
sass,1.97.3,node_modules/sass,transitiva,true,false,true,false,,,>=14.0.0,https://registry.npmjs.org/sass/-/sass-1.97.3.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > sass@1.97.3,NAO_VERIFICADA
semver,6.3.1,node_modules/@babel/core/node_modules/semver,transitiva,true,false,true,false,,,,https://registry.npmjs.org/semver/-/semver-6.3.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/build@21.2.21 > @babel/core@7.29.7 > semver@6.3.1,NAO_VERIFICADA
semver,6.3.1,node_modules/@babel/helper-compilation-targets/node_modules/semver,transitiva,true,false,true,false,,,,https://registry.npmjs.org/semver/-/semver-6.3.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/build@21.2.21 > @babel/core@7.29.7 > @babel/helper-compilation-targets@7.29.7 > semver@6.3.1,NAO_VERIFICADA
semver,7.7.4,node_modules/semver,transitiva,true,false,true,false,,,>=10,https://registry.npmjs.org/semver/-/semver-7.7.4.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/build@21.2.21 > semver@7.7.4,NAO_VERIFICADA
send,1.2.1,node_modules/send,transitiva,true,false,true,false,,,>= 18,https://registry.npmjs.org/send/-/send-1.2.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > send@1.2.1,NAO_VERIFICADA
serve-static,2.2.1,node_modules/serve-static,transitiva,true,false,true,false,,,>= 18,https://registry.npmjs.org/serve-static/-/serve-static-2.2.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > serve-static@2.2.1,NAO_VERIFICADA
setprototypeof,1.2.0,node_modules/setprototypeof,transitiva,true,false,true,false,,,,https://registry.npmjs.org/setprototypeof/-/setprototypeof-1.2.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > http-errors@2.0.1 > setprototypeof@1.2.0,NAO_VERIFICADA
shebang-command,2.0.0,node_modules/shebang-command,transitiva,true,false,true,false,,,>=8,https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > cross-spawn@7.0.6 > shebang-command@2.0.0,NAO_VERIFICADA
shebang-regex,3.0.0,node_modules/shebang-regex,transitiva,true,false,true,false,,,>=8,https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > cross-spawn@7.0.6 > shebang-command@2.0.0 > shebang-regex@3.0.0,NAO_VERIFICADA
side-channel,1.1.1,node_modules/side-channel,transitiva,true,false,true,false,,,>= 0.4,https://registry.npmjs.org/side-channel/-/side-channel-1.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > side-channel@1.1.1,NAO_VERIFICADA
side-channel-list,1.0.1,node_modules/side-channel-list,transitiva,true,false,true,false,,,>= 0.4,https://registry.npmjs.org/side-channel-list/-/side-channel-list-1.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > side-channel@1.1.1 > side-channel-list@1.0.1,NAO_VERIFICADA
side-channel-map,1.0.1,node_modules/side-channel-map,transitiva,true,false,true,false,,,>= 0.4,https://registry.npmjs.org/side-channel-map/-/side-channel-map-1.0.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > side-channel@1.1.1 > side-channel-map@1.0.1,NAO_VERIFICADA
side-channel-weakmap,1.0.2,node_modules/side-channel-weakmap,transitiva,true,false,true,false,,,>= 0.4,https://registry.npmjs.org/side-channel-weakmap/-/side-channel-weakmap-1.0.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > @modelcontextprotocol/sdk@1.30.0 > express@5.2.1 > qs@6.16.0 > side-channel@1.1.1 > side-channel-weakmap@1.0.2,NAO_VERIFICADA
signal-exit,4.1.0,node_modules/signal-exit,transitiva,true,false,true,false,,,>=14,https://registry.npmjs.org/signal-exit/-/signal-exit-4.1.0.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/build@21.2.21 > @inquirer/confirm@5.1.21 > @inquirer/core@10.3.2 > signal-exit@4.1.0,NAO_VERIFICADA
sigstore,4.1.1,node_modules/sigstore,transitiva,true,false,true,false,,,^20.17.0 || >=22.9.0,https://registry.npmjs.org/sigstore/-/sigstore-4.1.1.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,artefato sem bloqueio específico conhecido; acesso Nexus não verificado,@angular/cli@21.2.21 > pacote@21.5.1 > sigstore@4.1.1,NAO_VERIFICADA
slice-ansi,7.1.2,node_modules/log-update/node_modules/slice-ansi,transitiva,true,false,true,false,,,>=18,https://registry.npmjs.org/slice-ansi/-/slice-ansi-7.1.2.tgz,registry.npmjs.org,sha512,CANDIDATO_NAO_OPCIONAL,nome com múltiplas versões: homologar cada versão separadamente,@angular/build@21.2.21 > listr2@9.0.5 > log-update@6.1.0 > slice-ansi@7.1.2,NAO_VERIFICADA
